User,Gesture Type,Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
4,right_sq_bracket02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.9072,1
4,caret02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",caret,0.9534,1
4,question_mark07,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8108,0
4,rectangle06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.9798,1
4,check08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",check,0.8916,1
4,x01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",x,0.8876,1
4,arrow03,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",arrow,0.871,1
4,pigtail02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",pigtail,0.828,1
4,right_curly_brace01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_curly_brace,0.899,1
4,v06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",v,0.794,1
4,circle10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",circle,0.8868,1
4,left_curly_brace01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_curly_brace,0.8467,1
4,left_sq_bracket10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.8954,1
4,star04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",star,0.8382,1
4,delete_mark08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",delete_mark,0.9008,1
4,triangle08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",triangle,0.8938,1
4,right_sq_bracket04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8891,1
4,caret05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",caret,0.8618,1
4,question_mark10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",question_mark,0.9298,1
4,rectangle04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.9698,1
4,check02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.8116,0
4,x06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",x,0.8302,1
4,arrow04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",arrow,0.9171,1
4,pigtail04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",pigtail,0.6941,1
4,right_curly_brace05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.7913,0
4,v08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",v,0.9196,1
4,circle02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",circle,0.8882,1
4,left_curly_brace01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_curly_brace,0.909,1
4,left_sq_bracket03,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.7822,0
4,star01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",star,0.8284,1
4,delete_mark09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",delete_mark,0.8517,1
4,triangle09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",triangle,0.9447,1
4,right_sq_bracket08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8702,1
4,caret02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",caret,0.8649,1
4,question_mark09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",question_mark,0.8965,1
4,rectangle04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.9564,1
4,check05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",check,0.9355,1
4,x01,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",x,0.8134,1
4,arrow08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",arrow,0.88,1
4,pigtail06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",pigtail,0.6644,1
4,right_curly_brace03,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8441,0
4,v03,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",check,0.8906,0
4,circle04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",circle,0.9072,1
4,left_curly_brace10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_curly_brace,0.9066,1
4,left_sq_bracket09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.9333,1
4,star04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",star,0.7392,1
4,delete_mark04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",delete_mark,0.9395,1
4,triangle09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",triangle,0.9447,1
4,right_sq_bracket05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8557,1
4,caret05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",caret,0.9208,1
4,question_mark07,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8108,0
4,rectangle04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.9698,1
4,check06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.7988,0
4,x10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",x,0.8629,1
4,arrow04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",arrow,0.9996,1
4,pigtail04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",pigtail,0.8389,1
4,right_curly_brace08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_curly_brace,0.8998,1
4,v05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",v,0.9032,1
4,circle10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",circle,0.935,1
4,left_curly_brace08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_curly_brace,0.7503,1
4,left_sq_bracket09,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.9636,1
4,star08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",star,0.8691,1
4,delete_mark07,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",delete_mark,0.9061,1
4,triangle06,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",triangle,0.8636,1
4,right_sq_bracket07,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_sq_bracket,0.8975,1
4,caret04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",caret,0.9599,1
4,question_mark05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",question_mark,0.852,1
4,rectangle05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",rectangle,0.9219,1
4,check05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",left_sq_bracket,0.8064,0
4,x10,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",x,0.8806,1
4,arrow02,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",arrow,0.9382,1
4,pigtail07,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",pigtail,0.8894,1
4,right_curly_brace04,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",right_curly_brace,0.858,1
4,v05,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",v,0.912,1
4,circle08,16,"['arrow09', 'caret06', 'check10', 'circle06', 'delete_mark10', 'left_curly_brace08', 'left_sq_bracket10', 'pigtail07', 'question_mark01', 'rectangle04', 'right_curly_brace10', 'right_sq_bracket05', 'star02', 'triangle06', 'v04', 'x06']",circle,0.9299,1
5,left_curly_brace05,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",left_curly_brace,0.8734,1
5,left_sq_bracket06,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",left_sq_bracket,0.9115,1
5,star02,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",star,0.8769,1
5,delete_mark06,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",delete_mark,0.9234,1
5,triangle01,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",triangle,0.8379,1
5,right_sq_bracket10,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",right_sq_bracket,0.8859,1
5,caret10,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",caret,0.8985,1
5,question_mark02,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",right_sq_bracket,0.8371,0
5,rectangle02,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",rectangle,0.9084,1
5,check10,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",check,0.8972,1
5,x03,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",x,0.8714,1
5,arrow09,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",arrow,0.7168,1
5,pigtail03,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",pigtail,0.9436,1
5,right_curly_brace05,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",right_curly_brace,0.8604,1
5,v05,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",v,0.9049,1
5,circle07,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",circle,0.8994,1
5,left_curly_brace05,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",left_curly_brace,0.9061,1
5,left_sq_bracket02,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",left_sq_bracket,0.8148,1
5,star08,16,"['arrow02', 'caret02', 'check09', 'circle08', 'delete_mark03', 'left_curly_brace10', 'left_sq_bracket06', 'pigtail04', 'question_mark07', 'rectangle09', 'right_curly_brace05', 'right_sq_bracket05', 'star01', 'triangle04', 'v10', 'x05']",star,0.7977,1
