User,Gesture Type,RandomIteration[1to100],#ofTrainingExamples[E],Number of Training Examples,Training Set Contents,RecoResult GestureType,RecoResult Score,CorrectIncorrect[1/0]
2,right_curly_brace01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_curly_brace,0.8759,1
2,delete04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",delete,0.9128,1
2,x10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",x,0.8888,1
2,rectangle04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.96,1
2,triangle09,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",triangle,0.9405,1
2,arrow10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",arrow,0.7879,1
2,zig-zag03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",zig-zag,0.9318,1
2,left_curly_brace05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_curly_brace,0.9088,1
2,circle02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",circle,0.9462,1
2,caret01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",caret,0.8968,1
2,v03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",v,0.9675,1
2,check08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",check,0.9881,1
2,pigtail07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",pigtail,0.9995,1
2,star07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",star,0.7748,1
2,right_sq_bracket07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_sq_bracket,0.957,1
2,left_sq_bracket03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_sq_bracket,0.8911,1
2,right_curly_brace02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_curly_brace,0.8971,1
2,delete05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",delete,0.9046,1
2,x02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",x,0.8698,1
2,rectangle08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.9809,1
2,triangle07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",triangle,0.9994,1
2,arrow05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",arrow,0.8043,1
2,zig-zag03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",zig-zag,0.854,1
2,left_curly_brace10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_curly_brace,0.9366,1
2,circle05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",circle,0.9493,1
2,caret06,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",caret,0.9413,1
2,v03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",v,0.9624,1
2,check06,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",check,0.9909,1
2,pigtail01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",pigtail,0.8704,1
2,star04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",star,0.7918,1
2,right_sq_bracket09,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_sq_bracket,0.9202,1
2,left_sq_bracket03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_sq_bracket,0.9177,1
2,right_curly_brace01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_curly_brace,0.8993,1
2,delete09,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",delete,0.8392,1
2,x01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",x,0.8527,1
2,rectangle01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.9502,1
2,triangle06,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.8292,0
2,arrow02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",arrow,0.831,1
2,zig-zag04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",zig-zag,0.8515,1
2,left_curly_brace07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_curly_brace,0.9254,1
2,circle05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",circle,0.9326,1
2,caret08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",caret,0.9917,1
2,v05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",v,0.9663,1
2,check06,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",check,0.9909,1
2,pigtail02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",pigtail,0.8302,1
2,star08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",star,0.9223,1
2,right_sq_bracket08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_sq_bracket,0.9582,1
2,left_sq_bracket05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_sq_bracket,0.9145,1
2,right_curly_brace09,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_curly_brace,0.9317,1
2,delete10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",delete,0.9138,1
2,x03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",x,0.9055,1
2,rectangle08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.9632,1
2,triangle06,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",triangle,0.9149,1
2,arrow08,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",arrow,0.7957,1
2,zig-zag10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",zig-zag,0.9066,1
2,left_curly_brace09,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_curly_brace,0.8897,1
2,circle03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",circle,0.9238,1
2,caret05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",caret,0.9539,1
2,v03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",v,0.9675,1
2,check01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",check,0.9752,1
2,pigtail02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",pigtail,0.8117,1
2,star10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",star,0.7863,1
2,right_sq_bracket03,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_sq_bracket,0.9645,1
2,left_sq_bracket04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_sq_bracket,0.8902,1
2,right_curly_brace10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",right_curly_brace,0.9175,1
2,delete01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",delete,0.8926,1
2,x05,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",x,0.9574,1
2,rectangle01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",rectangle,0.9275,1
2,triangle07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",triangle,0.9072,1
2,arrow02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",arrow,0.9052,1
2,zig-zag04,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",zig-zag,0.8777,1
2,left_curly_brace01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",left_curly_brace,0.9361,1
2,circle01,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",circle,0.9338,1
2,caret07,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",caret,0.8763,1
2,v02,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",v,0.9356,1
2,check10,1,1,16,"['arrow06', 'caret02', 'check06', 'circle06', 'delete06', 'left_curly_brace06', 'left_sq_bracket10', 'pigtail06', 'rectangle08', 'right_curly_brace02', 'right_sq_bracket03', 'star06', 'triangle07', 'v02', 'x08', 'zig-zag03']",check,0.9591,1
3,pigtail01,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",pigtail,0.7688,1
3,star08,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",star,0.8624,1
3,right_sq_bracket10,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",right_sq_bracket,0.9704,1
3,left_sq_bracket04,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",left_sq_bracket,0.8935,1
3,right_curly_brace03,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",right_sq_bracket,0.9063,0
3,delete08,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",delete,0.9322,1
3,x02,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",x,0.8597,1
3,rectangle05,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",rectangle,0.9581,1
3,triangle09,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",triangle,0.9039,1
3,arrow10,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",arrow,0.8875,1
3,zig-zag09,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",zig-zag,0.8326,1
3,left_curly_brace05,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",left_curly_brace,0.9568,1
3,circle10,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",circle,0.9032,1
3,caret10,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",caret,0.9906,1
3,v02,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",v,0.9101,1
3,check06,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",check,0.9138,1
3,pigtail06,1,1,16,"['arrow03', 'caret05', 'check04', 'circle02', 'delete09', 'left_curly_brace10', 'left_sq_bracket03', 'pigtail03', 'rectangle03', 'right_curly_brace01', 'right_sq_bracket05', 'star07', 'triangle09', 'v10', 'x08', 'zig-zag05']",pigtail,0.9353,1
